event,bout_gold,fouler,foul_type,fight_paused,point_deduction,foul_idx,bout_key,bout_model,context,foul_type_guess,foul_resulted_in_deduction,referee_paused,round_mentioned,predicted_foul_type,fouler_model,match_foul_type,match_fouler,match_pause,match_deduction,match_all,foul_acc,fouler_acc,pause_acc,ded_acc,all_acc
UFC-deridder-allen-18-10-2025,Barlow vs Santos,Barlow,eye poke,TRUE,FALSE,3,barlow vs santos,Danny Barlow (185.5) vs. Djorden Santos (185.5),"Santos complains about an eye poke after Barlow's finger slides into the eye, and Cooper gives him time to recover.",eye poke,FALSE,TRUE,Round 2,eye poke,Barlow,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Park vs SIlva,Silva,eye poke,FALSE,FALSE,1,park vs silva,Hyun Sung Park (126) vs. Bruno Silva (125.5),"Silva pushes off and a finger scrapes the eye, and Park protests but the foul is not called.",eye poke,FALSE,FALSE,Round 1,eye poke,Silva,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Dober vs Prepolec,Dober,groin strike,FALSE,FALSE,1,dober vs prepolec,Drew Dober (155.5) vs. Kyle Prepolec (155.5),"Dober kicks the thigh, and the leg brushes up against the cup.",brushes up against the cup,FALSE,FALSE,Round 1,groin strike,Dober,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Dober vs Prepolec,Dober,groin strike,TRUE,TRUE,2,dober vs prepolec,Drew Dober (155.5) vs. Kyle Prepolec (155.5),"Dober unleashes a low kick with everything behind it, and it crashes directly into Prepolec's cup.",crashes directly into Prepolec's cup,TRUE,TRUE,Round 3,groin strike,Dober,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Vera vs Zahabi,Zahabi,fence grab,FALSE,FALSE,1,vera vs zahabi,Marlon Vera (136) vs. Aiemann Zahabi (135.5),"Zahabi bounces off the fence and rolls to grab the fence several times to pull himself upright, and Herzog appears to miss the fouls.",rolls to grab the fence,FALSE,FALSE,Round 2,fence grab,Zahabi,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Holland vs Malott,Malott,groin strike,TRUE,FALSE,1,holland vs malott,Kevin Holland (170.5) vs. Mike Malott (171),"The welterweights scramble back to their feet, and clashing kicks leads to Malott inadvertently kicking Holland in the groin.",kicking Holland in the groin,FALSE,TRUE,Round 1,groin strike,Malott,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Holland vs Malott,Malott,groin strike,TRUE,FALSE,2,holland vs malott,Kevin Holland (170.5) vs. Mike Malott (171),"When they tie up, Malott drills him in the groin with a knee, and Holland is not so jovial about it as he collapses to his knees.",drills him in the groin,FALSE,TRUE,Round 1,groin strike,Malott,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-deridder-allen-18-10-2025,Ridder vs Allen,Ridder,back of head strike,FALSE,FALSE,1,ridder vs allen,Reinier de Ridder (186) vs. Brendan Allen (186),"De Ridder flattens Allen out for a second and stars bludgeoning him with punches to the side and back of the head, and Herzog is telling him to knock it off but little more.",punches to the side and back of the head,FALSE,FALSE,Round 1,back of head strike,Ridder,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Denis vs Ruffy,Denis,groin strike,TRUE,FALSE,1,denis vs ruffy,Benoit St. Denis (155) vs. Mauricio Ruffy (156),"Denis lands a knee to the groin, or so Ruffy claims to Dean repeatedly.",lands a knee to the groin,FALSE,TRUE,Round 1,groin strike,Denis,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Imavov vs Borralho,Imavov,eye poke,TRUE,FALSE,1,imavov vs borralho,Nassourdine Imavov (185) vs. Caio Borralho (185),"Borralho slips and rings Imavov's bell with a right hand, and the French fighter responds by jabbing Borralho in the eye with his fingers while another goes in Borralho's nostril.",jabbing Borralho in the eye,FALSE,TRUE,Round 5,eye poke,Imavov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Imavov vs Borralho,Imavov,groin strike,FALSE,FALSE,2,imavov vs borralho,Nassourdine Imavov (185) vs. Caio Borralho (185),"During a kick exchange, Borralho takes one to the groin and walks it off.",takes one to the groin,FALSE,FALSE,Round 4,groin strike,Imavov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Imavov vs Borralho,Imavov,eye poke,TRUE,FALSE,3,imavov vs borralho,Nassourdine Imavov (185) vs. Caio Borralho (185),Imavov pushes off and his finder slides into the eye socket and scrapes the other as Borralho turns his head.,slides into the eye,FALSE,TRUE,Round 3,eye poke,Imavov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Imavov vs Borralho,Borralho,groin strike,FALSE,FALSE,4,imavov vs borralho,Nassourdine Imavov (185) vs. Caio Borralho (185),"They come together, and in a clinch, Borralho knees his opponent in the groin.",knees his opponent in the groin,FALSE,FALSE,Round 3,groin strike,Borralho,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Bryczek vs Tavares,Bryczek,back of head strike,FALSE,FALSE,1,bryczek vs tavares,Robert Bryczek (186) vs. Brad Tavares (186),"With Bryczek hammering away with hammerfists as some land directly on the back of the head, Bosacki steps in, and Tavares immediately protests the stoppage.His team is equally upset about what they feel was premature referee intervention, but as the referee is the sole arbiter of the bout, that's a wrap.",hammerfists as some land directly on the back of the head,FALSE,FALSE,Round 3,back of head strike,Bryczek,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-imavov-borralho-06-09-2025,Gomis vs Ruchala,Gomis,eye poke,TRUE,FALSE,1,gomis vs ruchala,William Gomis (145) vs. Robert Ruchala (146),"Gomis returns fire, and he punches and opens his fist to extend his fingers in what looks like a blatantly intentional eye poke.",eye poke,FALSE,TRUE,Round 3,eye poke,Gomis,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Lewis vs Teixeira,Teixeira,fence grab,FALSE,FALSE,1,lewis vs teixeira,Derrick Lewis (261) vs. Tallison Teixeira (259),"""The Black Beast"" pounces, delivering a punishing barrage of ground-and-pound that knocks Teixeira's head around.Teixeira manages to stand up under fire, although he places every finger in the fence to pull on it as hard as he can to do so.",finger in the fence,FALSE,FALSE,Round 1,fence grab,Teixeira,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Tafa vs Tokkos,Tokkos,eye poke,FALSE,FALSE,1,tafa vs tokkos,Junior Tafa (206) vs. George Tokkos (206),"Tafa shifts to his back again, and Tokkos considers an arm-triangle choke and is admonished for eye gouging when he puts his fingers on Tafa's face.",eye gouging,FALSE,FALSE,Round 2,eye poke,Tokkos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Tafa vs Tokkos,Tafa,back of head strike,FALSE,FALSE,2,tafa vs tokkos,Junior Tafa (206) vs. George Tokkos (206),"The Kiwi hacks down the back of the head a few times, grabs the fence and is still dragged to his seat courtesy of the Tokkos single.",hacks down the back of the head,FALSE,FALSE,Round 1,back of head strike,Tafa,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Tafa vs Tokkos,Tokkos,back of head strike,FALSE,FALSE,3,tafa vs tokkos,Junior Tafa (206) vs. George Tokkos (206),"Tokkos postures up to drive down punches, getting warned for back of the head shots as well.","punches, getting warned for back of the head",FALSE,FALSE,Round 1,back of head strike,Tokkos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Griffin vs Curtis,Griffin,headbutt,FALSE,FALSE,1,griffin vs curtis,Max Griffin (170.25) vs. Chris Curtis (170.5),"Curtis steps in to attack, and he complains to Brown that he was headbutted.",headbutt,FALSE,FALSE,Round 1,headbutt,Griffin,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Griffin vs Curtis,Griffin,headbutt,FALSE,FALSE,2,griffin vs curtis,Max Griffin (170.25) vs. Chris Curtis (170.5),"Griffin kicks Curtis in the face, and Curtis completely ignores it but tells Brown that Griffin headbutted him again.",headbutt,FALSE,FALSE,Round 2,headbutt,Griffin,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Griffin vs Curtis,Griffin,groin strike,TRUE,FALSE,3,griffin vs curtis,Max Griffin (170.25) vs. Chris Curtis (170.5),"Griffin launches a low kick, clacking square into Curtis' cup loudly.","kick, clacking square into Curtis' cup",FALSE,TRUE,Round 1,groin strike,Griffin,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Ramirez vs Davis,Davis,back of head strike,FALSE,FALSE,1,ramirez vs davis,Mitch Ramirez (156) vs. Mike Davis (155.25),"Ramirez sits up, and Davis clubs him in the back of the head and neck illegally.",clubs him in the back of the head,FALSE,FALSE,Round 1,back of head strike,Davis,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-lewis-teixeira-12-06-2025,Landwehr vs Charriere,Charriere,groin strike,FALSE,FALSE,1,landwehr vs charriere,Nate Landwehr (146) vs. Morgan Charriere (146),"Charriere commits to a low kick, and his front kick bumps into the cup.","kick, and his front kick bumps into the cup",FALSE,FALSE,Round 2,groin strike,Charriere,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Tsarukyan vs Hooker,Hooker,fence grab,FALSE,FALSE,1,tsarukyan vs hooker,Arman Tsarukyan (156) vs. Dan Hooker (155.5),"Hooker's long legs push off and eventually his toes pull on the fence to help him improve his positionâillegally, of courseâbut Tsarukyan is in full smother mode.",toes pull on the fence,FALSE,FALSE,Round 1,fence grab,Hooker,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Almabayev vs Perez,Perez,back of head strike,FALSE,FALSE,2,almabayev vs perez,Asu Almabayev (125.5) vs. Alex Perez (126),"Movahedi warns him to not smack the Kazakh in the back of the head, and Almabayev spins Perez around but cannot put him down to the floor.",smack the Kazakh in the back of the head,FALSE,FALSE,Round 1,back of head strike,Perez,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Almabayev vs Perez,Perez,back of head strike,FALSE,FALSE,3,almabayev vs perez,Asu Almabayev (125.5) vs. Alex Perez (126),"Perez elbows him in the back of the head a few times, and remains elbowing and not settling until the horn blares.",elbows him in the back of the head,FALSE,FALSE,Round 1,back of head strike,Perez,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Almabayev vs Perez,Almabayev,back of head strike,FALSE,FALSE,1,almabayev vs perez,Asu Almabayev (125.5) vs. Alex Perez (126),"Almabayev elbows him off his back, and several of them bang into the back of Perez' head, drawing a warning.","elbows him off his back, and several of them bang into the back of Perez' head",FALSE,FALSE,Round 2,back of head strike,Almabayev,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Almakhan vs Topuria,Almakhan,back of head strike,FALSE,FALSE,1,almakhan vs topuria,Bekzat Almakhan (136) vs. Aleksandre Topuria (135.5),"Almakhan's strikes off his back include a few to the back of the head, and Topuria elbows his way into full mount.",strikes off his back include a few to the back of the head,FALSE,FALSE,Round 1,back of head strike,Almakhan,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Almakhan vs Topuria,Topuria,eye poke,FALSE,FALSE,2,almakhan vs topuria,Bekzat Almakhan (136) vs. Aleksandre Topuria (135.5),"He swats out a left hand that appears to swipe Almakhan in the eye, and he apologizes with the foul going uncalled.",swats out a left hand that appears to swipe Almakhan in the eye,FALSE,FALSE,Round 2,eye poke,Topuria,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Grad vs Riley,Riley,fence grab,FALSE,FALSE,1,grad vs riley,Bogdan Grad (145.5) vs. Luke Riley (145.5),"Riley grabs the fence to stay on his feet, and Grad pulls him away from it to ground him in the open cage away from the wall.",grabs the fence,FALSE,FALSE,Round 1,fence grab,Riley,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Garry vs Muhammad,Garry,eye poke,TRUE,FALSE,1,garry vs muhammad,Ian Garry (170) vs. Belal Muhammad (171),"Garry gets away with a slight eye scrape, and after a combination, he pushes off and jams his finger into Muhammad's right eye socket.",eye scrape,FALSE,TRUE,Round 1,eye poke,Garry,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Garry vs Muhammad,Garry,eye poke,TRUE,FALSE,2,garry vs muhammad,Ian Garry (170) vs. Belal Muhammad (171),"Garry pushes out with both hands, fingers outstretched, and he pokes Muhammad in the eye with at least his left.","fingers outstretched, and he pokes Muhammad in the eye",FALSE,TRUE,Round 2,eye poke,Garry,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Dalby vs Izagakhmaev,Dalby,fence grab,FALSE,FALSE,1,dalby vs izagakhmaev,Nicolas Dalby (170.5) vs. Saygid Izagakhmaev (170),"Dalby grabs the fence to pull himself up to his seat, and he works his way to his feet methodically without taking any noteworthy damage.",grabs the fence,FALSE,FALSE,Round 2,fence grab,Dalby,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC-tsarukyan-hooker-22-11-2025,Aliev vs Rock,Aliev,groin strike,FALSE,FALSE,1,aliev vs rock,Nurullo Aliev (155) vs. Shaqueme Rock (156),"The two end up clinched, and Aliev's spammed knees to the thigh include one that smacks straight into the cup.",smacks straight into the cup,FALSE,FALSE,Round 3,groin strike,Aliev,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC320-ankalaev-pereira-04-10-2025,Santos vs Yoo,Santos,headbutt,FALSE,FALSE,1,santos vs yoo,Daniel Santos (151) vs. Joo Sang Yoo (152.5),"Santos headbutts Yoo in the chest a couple times, and Dean tells him he has to stop doing that.",headbutt,FALSE,FALSE,Round 1,headbutt,Santos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC320-ankalaev-pereira-04-10-2025,Basharat vs Gutierrez,Basharat,groin strike,FALSE,FALSE,1,basharat vs gutierrez,Farid Basharat (136) vs. Chris Gutierrez (136),"Basharat tries to keep him at bay with a push kick, and he takes a left hand and fires off a body kick that glances the cup.",kick that glances the cup,FALSE,FALSE,Round 3,groin strike,Basharat,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC320-ankalaev-pereira-04-10-2025,Prochazka vs Rountree,Prochazka,groin strike,FALSE,FALSE,1,prochazka vs rountree,Jiri Prochazka (206) vs. Khalil Rountree (205),"Prochazka swings a low kick that bangs into the cup, and Rountree ignores it to hurl a left hand that misses the mark.",kick that bangs into the cup,FALSE,FALSE,Round 1,groin strike,Prochazka,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC320-ankalaev-pereira-04-10-2025,Chiasson vs Santos,Chiasson,back of head strike,FALSE,FALSE,1,chiasson vs santos,Macy Chiasson (137.5: Missed Weight) vs. Yana Santos (135),"Tognoni warns the American for striking the back of the head, so she stops hitting and isolates a rear-naked choke.",back of the head,FALSE,FALSE,Round 3,back of head strike,Chiasson,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC320-ankalaev-pereira-04-10-2025,Dvalishvili vs Sandhagen,Sandhagen,fence grab,FALSE,FALSE,1,dvalishvili vs sandhagen,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Cory Sandhagen (134.5)","Sandhagen's toes are hooked in the fence, to which Goddard warns him to stop doing, and they both fight back to their feet with two minutes to spare.",toes are hooked in the fence,FALSE,FALSE,Round 5,fence grab,Sandhagen,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Maksum vs Raposo,Maksum,fence grab,FALSE,FALSE,1,maksum vs raposo,Azat Maksum (129: Missed Weight) vs. Mitch Raposo (125.5),"Raposo pushes Maksum to the ground, and Maksum blatantly grabs the fence to reverse his position and stop a takedown from materializing.",grabs the fence,FALSE,FALSE,Round 3,fence grab,Maksum,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Abdelwahab vs Barnett,Barnett,fence grab,FALSE,FALSE,1,abdelwahab vs barnett,Hamdy Abdelwahab (265) vs. Chris Barnett (261),"Abdelwahab's right hands are growing softer but they are still adding up, with Goddard watching on but not calling for anything other than for Abdelwahab to be careful and for Barnett to not grab the chain links.",grab the chain links,FALSE,FALSE,Round 2,fence grab,Barnett,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Abdelwahab vs Barnett,Abdelwahab,back of head strike,TRUE,TRUE,2,abdelwahab vs barnett,Hamdy Abdelwahab (265) vs. Chris Barnett (261),"Barnett is flattened out on his stomach, and Abdelwahab smashes him in the back of the head with an elbow.",back of the head,TRUE,TRUE,Round 1,back of head strike,Abdelwahab,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Aliskerov vs Park,Park,fence grab,FALSE,FALSE,1,aliskerov vs park,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),"Aliskerov allows Park to turn so he can smack him upside the head on either side, and Park is warned for tugging on the chain links to get free.",tugging on the chain links,FALSE,FALSE,Round 3,fence grab,Park,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Aliskerov vs Park,Aliskerov,fence grab,FALSE,FALSE,2,aliskerov vs park,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),"Aliskerov controls Park by clinging to Park's left ankle with his right hand, and he is warned for grabbing the fence with his free hand.",grabbing the fence,FALSE,FALSE,Round 2,fence grab,Aliskerov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Aliskerov vs Park,Aliskerov,groin strike,TRUE,FALSE,3,aliskerov vs park,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),"Aliskerov kicks the inner thigh, and his foot slides up and bangs into the cup.",bangs into the cup,FALSE,TRUE,Round 1,groin strike,Aliskerov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Aliskerov vs Park,Aliskerov,eye poke,FALSE,FALSE,4,aliskerov vs park,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),"Aliskerov walks him down and knees him in the stomach, pushing off the face as Park feels he was poked in the eyes.",poked in the eyes,FALSE,FALSE,Round 1,eye poke,Aliskerov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Aliskerov vs Park,Aliskerov,groin strike,FALSE,FALSE,5,aliskerov vs park,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),"Park wipes at his face and gets right back into the fray, and Aliskerov kicks him in the stomach as his heel scrapes down to bump into the groin cup.",scrapes down to bump into the groin cup,FALSE,FALSE,Round 2,groin strike,Aliskerov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Almeida vs Volkov,Volkov,back of head strike,FALSE,FALSE,1,almeida vs volkov,Jailton Almeida (237) vs. Alexander Volkov (261.5),"Volkov slams the back of his elbow on the side of his foe's head, and Almeida turns away from it so the elbows start to smash in the back of the head.","elbow on the side of his foe's head, and Almeida turns away from it so the elbows start to smash in the back of the head",FALSE,FALSE,Round 1,back of head strike,Volkov,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Delgado vs Wood,Delgado,groin strike,TRUE,FALSE,1,delgado vs wood,Jose Delgado (147: Missed Weight) vs. Nathaniel Wood (146),"Delgado fires off another low kick, and it too strikes Wood's cup for his second groin kick foul.","kick, and it too strikes Wood's cup",FALSE,TRUE,Round 2,groin strike,Delgado,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Delgado vs Wood,Delgado,groin strike,TRUE,FALSE,2,delgado vs wood,Jose Delgado (147: Missed Weight) vs. Nathaniel Wood (146),"One of Delgado's kicks inadvertently bumps into the cup of his opponent as he goes for an inside thigh, and Herzog sees it and gives him time to recover.",kicks inadvertently bumps into the cup,FALSE,TRUE,Round 1,groin strike,Delgado,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Aspinall vs Gane,Gane,eye poke,TRUE,FALSE,1,aspinall vs gane,Tom Aspinall (255) vs. Ciryl Gane (247.5),"They crash together with punches, and Gane's fingers push off and jam into both of Aspinall's eyes at once in a Three Stooges-esque disaster.",fingers push off and jam into both of Aspinall's eye,FALSE,TRUE,Round 1,eye poke,Gane,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Jandiroba vs Dern,Dern,illegal upkick,FALSE,FALSE,1,jandiroba vs dern,Virna Jandiroba (115) vs. Mackenzie Dern (115),"Dern boots Jandiroba with an illegal upkick, and Goddard warns her not to kick a grounded fighter.",illegal upkick,FALSE,FALSE,Round 3,illegal upkick,Dern,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC321-aspinall-gane-25-10-2025,Jandiroba vs Dern,Dern,back of head strike,FALSE,FALSE,2,jandiroba vs dern,Virna Jandiroba (115) vs. Mackenzie Dern (115),"Dern elbows on the side of her foe's head and lands one or two to the back of the head, drawing a brief warning.",elbows on the side of her foe's head and lands one or two to the back of the head,FALSE,FALSE,Round 2,back of head strike,Dern,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC322-dellamaddalena-makhachev-15-11-2025,McConico vs Susurkaev,McConico,groin strike,TRUE,FALSE,1,mcconico vs susurkaev,Eric McConico (185.6) vs. Baisangur Susurkaev (185.2),"Just when Susurkaev seems to be gaining momentum, McConico stops him in his tracks with a kick to the groin.",kick to the groin,FALSE,TRUE,Round 2,groin strike,McConico,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFC322-dellamaddalena-makhachev-15-11-2025,Mariscal vs Sabatini,Mariscal,fence grab,FALSE,FALSE,1,mariscal vs sabatini,Jose Mariscal (145.6) vs. Pat Sabatini (145.6),Mariscal is warned to get his fingers out of the cage.,fingers out of the cage,FALSE,FALSE,Round 2,fence grab,Mariscal,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
