event,bout,bout_key,foul_idx,foul_committed_by,context,foul_type_guess,foul_resulted_in_deduction,referee_paused,round_mentioned,expanded_context
UFCVegas-110-garcia-onama-01-11-2025,Waldo Cortes-Acosta (263) vs. Ante Delija (237.5),cortes-acosta vs delija,1,Ante Delija,"The video shows that Delija's finger slid into the eye socket, and no five-minute clock starts for recovery time.",eye poke,FALSE,TRUE,Round 1,"several times, but then has to call the replay official of Herb Dean to check on whether Cortes-Acosta's eye was poked or if they were all punches landing cleanly and legally. Teammates, medical professionals and commissioners all flood the cage to figure out what happened. The video shows that Delija's finger slid into the eye socket, and no five-minute clock starts for recovery time. Instead, Smith states that if Cortes-Acosta is able to continue, he does have the ability to restart the fight. It is a bizarre scene, one that is growingly and frustratingly common in the promotion, and it gives Cortes-Acosta one of two options."
UFCVegas-110-garcia-onama-01-11-2025,Yadier Del Valle (146) vs. Isaac Dulgarian (146),valle vs dulgarian,1,Yadier Del Valle,"Del Valle flattens out his opponent, landing shots to the back of the head but otherwise beating Dulgarian down.",landing shots to the back of the head,FALSE,FALSE,Round 1,"Del Valle isolates the right arm and uses it to take the back. Dulgarian turns and keeps throwing no-look punches rather than defending the submissions. Del Valle flattens out his opponent, landing shots to the back of the head but otherwise beating Dulgarian down. McMahon watches on, with Del Valle smashing his fists into both sides of the dome. The betting underdog stops attacking and wraps up a choke under the chin and has it tight."
UFC-oliveira-gamrot-11-10-2025,Clayton Carpenter (126) vs. Jafel Filho (126),carpenter vs filho,1,Clayton Carpenter,"Carpenter wriggles out and hooks his toes in the fence, and Maia tugs them out so Carpenter goes back to it again.",hooks his toes in the fence,FALSE,FALSE,Round 1,"Filho remains seated with his back to the wall, so the leverage is not right and Carpenter can defend it properly. Filho softens his man up with body shots until grabbing the chin and yanking it up to expose the neck. Carpenter wriggles out and hooks his toes in the fence, and Maia tugs them out so Carpenter goes back to it again. Filho's body triangle is squeezing the air out of Carpenter's lungs, and he further frustrates his foe by covering his mouth as well. Carpenter bucks like a madman, and he even drills Filho with a no-look back elbow, but Filho is firmly controlling him."
UFC-oliveira-gamrot-11-10-2025,Jhonata Diniz (257) vs. Mario Pinto (255),diniz vs pinto,1,UNKNOWN,"Pinto easily mat returns him, and Diniz elbows him repeatedly in the back of the head.",elbows him repeatedly in the back of the head,FALSE,FALSE,Round 1,"When Diniz opens up with a right hand, Pinto drops to his knees and completes a double. Diniz hits his back, but muscles his way back upright in seconds. Pinto easily mat returns him, and Diniz elbows him repeatedly in the back of the head. Pinto advances to half guard, using his elbow to frame off and keep Diniz from sitting up or scrambling. Pinto climbs into full mount, and Diniz bucks but is stuck flat on his back."
UFC-oliveira-gamrot-11-10-2025,Joel Alvarez (171) vs. Vicente Luque (170),alvarez vs luque,1,Joel Alvarez,"The fighters trade low kicks, and Alvarez' brushes the cup.","kicks, and Alvarez' brushes the cup",FALSE,FALSE,Round 3,"As if he does not want to cause more harm to his opponent, Alvarez takes his foot largely off the gas, while dancing away from the labored offense hurled his way. Luque is the more active of the two, but he will most certainly need a finish barring an aberrant scorecard. The fighters trade low kicks, and Alvarez' brushes the cup. Luque signals he is fine, and he keeps out of range until shooting in for a single. Alvarez defends it without issue, and he slithers his legs around Luque's neck for an inverted triangle."
UFC-oliveira-gamrot-11-10-2025,Kaan Ofli (145.5) vs. Ricardo Ramos (146),ofli vs ramos,1,Kaan Ofli,"Ofli stacks his man up and turns the proper direction to get out of the lock, but he pulls on the fence more than once to do so.",pulls on the fence,FALSE,FALSE,Round 1,"The few jabs have already marked up Ofli's nose, who sprints at his opponent and tackles him to the ground. When he hits the mat, the Brazilian wraps up a leglock, and he switches to a kneebar and cranks the limb. Ofli stacks his man up and turns the proper direction to get out of the lock, but he pulls on the fence more than once to do so. Ofli explodes out of the position and maneuvers himself to take Ramos' back, and he grabs hold of Ramos' face and starts squeezing it with his bicep. The face crank is not about to make ""Carcacinha"" tap out, so he switches to a more standard rear-naked choke approach."
UFC-oliveira-gamrot-11-10-2025,Stewart Nicoll (126) vs. Lucas Rocha (126),nicoll vs rocha,1,Lucas Rocha,"Herzog tells the fighters in Portuguese to watch out for eye pokes, and Rocha closes his fist and slams it repeatedly into Nicoll's face.",eye pokes,FALSE,FALSE,Round 2,"Nicoll still manages to wrangle him to a knee, and the round concludes. Sherdog Scores Jay Pettry scores the round: 10-9 Rocha Dayne Fox scores the round: 10-9 Rocha Tyler Treese scores the round: 10-9 Rocha Round 2 Rocha starts off the round a man possessed, connecting with punches and a body kick before twirling around. Herzog tells the fighters in Portuguese to watch out for eye pokes, and Rocha closes his fist and slams it repeatedly into Nicoll's face. Nicoll responds with a takedown shot that Rocha laughs off as he is nowhere to be found, and he lets Nicoll stand so he can complete multiple combinations. Nicoll is tough but constantly under fire, and his shots have little setup and do not go far."
UFC-oliveira-gamrot-11-10-2025,Thomas Petersen (246.5) vs. Vitor Petrino (250),petersen vs petrino,1,Vitor Petrino,"Petersen crashes after him to take him down, and Petrino grabs the fence to stay afloat and is fussed at by Soares but nothing else comes of it.",grabs the fence,FALSE,FALSE,Round 2,"The Brazilian shrugs off a left hand as Petersen closes the distance again, and Soares is quick to separate them. Petrino pump-fakes a few times to draw out reactions, and he puts a front kick between Petersen's guard to surprise him. Petersen crashes after him to take him down, and Petrino grabs the fence to stay afloat and is fussed at by Soares but nothing else comes of it. Petrino raises his hands at his opponent but might be keeping a solid poker face as he may be exhausted. Petrino turns tail and runs away for a moment, and Petersen lets him get away with it but walks through a few punches to tie him up and shoot for a takedown."
UFC-oliveira-gamrot-11-10-2025,Thomas Petersen (246.5) vs. Vitor Petrino (250),petersen vs petrino,2,UNKNOWN,"Petrino lifts and slams him down, but Petersen powers his way back up and hooks his fingers in the fence.",fingers in the fence,FALSE,FALSE,Round 1,"Petrino leaps after his opponent whose mouthpiece also flew through the air to try to finish the job, and when there is a moment to pause, Soares recovers Petersen's mouthpiece and gives it to him. On the restart, Petrino hammers his foe a few times, and Petersen works his way back to his feet. Petrino lifts and slams him down, but Petersen powers his way back up and hooks his fingers in the fence. Soares tells him to knock it off, and he disengages but is still defending the takedown. When the 10-second clapper sounds, Petrino abandons it and starts brawling."
UFC-ulberg-reyes-27-09-2025,Colby Thicknesse (135.5) vs. Josias Musasa (135.5),thicknesse vs musasa,1,Colby Thicknesse,"Thicknesse fires off a front kick that drills Musasa square in the groin, and the Congolese fighter goes down in a heap.",drills Musasa square in the groin,FALSE,TRUE,Round 3,"They trade leg kicks, and then hurl body kicks at the same time. Musasa slips a punch and cannot get out of the way from a low kick, so he advances and snaps the head back with two punches. Thicknesse fires off a front kick that drills Musasa square in the groin, and the Congolese fighter goes down in a heap. You can't get kicked much harder to that spot, and Musasa knows it and appears to dry heave once or twice. Thicknesse drops to his knees as Perdios calls time, and Perdios knows there is nothing he can do or say to make the agonizing pain go away."
UFC-ulberg-reyes-27-09-2025,Jack Jenkins (146) vs. Ramon Taveras (147: Missed Weight),jenkins vs taveras,1,Ramon Taveras,"Simultaneous kicks fly, and Taveras' lands square in the groin.",lands square in the groin,FALSE,TRUE,Round 1,"Jenkins gets off a kick that slams into the forearms, and Taveras tries to track him down but only gets off a jab. Jenkins' front kick is countered by a sharp left hand, and he stumbles back possibly off-balance. Simultaneous kicks fly, and Taveras' lands square in the groin. Jenkins groans, but only takes 10 seconds to recover. They get back to it, but not before clapping hands to make sure things are cool between the two."
UFC-ulberg-reyes-27-09-2025,Jake Matthews (170) vs. Neil Magny (170),matthews vs magny,1,Neil Magny,"Magny's jab bounces off the forehead, and he pushes off the face and his finger grazes the eye.",eye poke,FALSE,FALSE,Round 1,"Magny bounces off the cage wall to let go with a low kick, and he is knocked back from a right hand. Magny recovers and flicks out his jab, and he takes a strong calf kick that gives him pause. Magny's jab bounces off the forehead, and he pushes off the face and his finger grazes the eye. Perdios tells them to be careful, and they carry on. Matthews chips at the front leg, and Magny spurs into action with a long flurry of punches that largely miss the mark."
UFC-ulberg-reyes-27-09-2025,Jamie Mullarkey (156) vs. Rolando Bedoya (156),mullarkey vs bedoya,1,Rolando Bedoya,"Bedoya grabs the fence to try to stay on his feet, but Mullarkey wrenches him down from the back and gets both hooks in.",grabs the fence,FALSE,FALSE,Round 1,"They land simultaneous thudding calf kicks, and Mullarkey catches a kick and hits a textbook double. Bedoya pushes off and uses upkicks to fight his way back to his feet, and when he stands, Mullarkey grabs him from behind. Bedoya grabs the fence to try to stay on his feet, but Mullarkey wrenches him down from the back and gets both hooks in. Mullarkey secures the body triangle and starts fishing for chokes, with Bedoya defending them well thus far. Mullarkey switches his grip from arm to arm, keeping his body lock fastened around the waist to make Bedoya's life miserable."
UFC-ulberg-reyes-27-09-2025,Jamie Mullarkey (156) vs. Rolando Bedoya (156),mullarkey vs bedoya,2,Jamie Mullarkey,"Mullarkey lifts up a knee and bangs it into Bedoya's cup, only for ""The Machine"" to completely no-sell it and they go on as if nothing happened.",knee and bangs it into Bedoya's cup,FALSE,FALSE,Round 2,"Mullarkey exerts his effort to get a double after the first fails, and Bedoya manages to stay on his feet after a variety of attempts. Bedoya is unable to get off his own offense when stuck against the wall, although his defensive wrestling still works. Mullarkey lifts up a knee and bangs it into Bedoya's cup, only for ""The Machine"" to completely no-sell it and they go on as if nothing happened. Mullarkey reintroduces himself with a fierce uppercut after a faked takedown shot, and then he chains a real takedown attempt after it. Mullarkey traps Bedoya's leg between his own, but Bedoya's balance is arguably his best asset in this match so far."
UFC-ulberg-reyes-27-09-2025,Michelle Montague (135.5) vs. Luana Carolina (136),montague vs carolina,1,Michelle Montague,"Montague breaks out of the sub without issue, and she gets pounded in the face with an illegal upkick.",illegal upkick,TRUE,TRUE,Round 2,"""Dread"" smashes Montague in the face with a concussive right hand, sending Montague staggering back as her knees buckle and she drops to the floor. Carolina snatches up a guillotine choke to try to put her away, but Montague is able to shake off the cobwebs and push Carolina to the ground. Montague breaks out of the sub without issue, and she gets pounded in the face with an illegal upkick. She stands up and motions to Perceval, who is right on top of the action and calls time. Montague appears not compromised, and Perceval takes a point away and resets the action back on the feet instead of putting Carolina on her back again."
UFC-ulberg-reyes-27-09-2025,Navajo Stirling (205.5) vs. Rodolfo Bellato (205),stirling vs bellato,1,Rodolfo Bellato,"Bellato unloads with power strikes, one of his winging kicks brushing the cup, and nothing happens other than Bellato getting close enough to clinch again.","strikes, one of his winging kicks brushing the cup",FALSE,FALSE,Round 1,"Stirling wings a right hand that skims the top of the head, and he plants a one-two down the pipe right after. The City Kickboxing prospect rips the body a few times with his fists, and then aims his kicks to the same spot. Bellato unloads with power strikes, one of his winging kicks brushing the cup, and nothing happens other than Bellato getting close enough to clinch again. Stirling breaks out of it and resets, reaching a right hand behind the ear. Bellato checks a kick, but a liver kick that follows lands flush."
UFC-lopes-silva-13-09-2025,Amanda Lemos (116) vs. Tatiana Suarez (115.5),lemos vs suarez,1,UNKNOWN,"A fence grab temporarily saves Lemos, but Suarez grounds her foe moments later.",fence grab,FALSE,FALSE,Round 1,"Suarez shoves Lemos into the fence. She connects her hands and lifts the Brazilian. A fence grab temporarily saves Lemos, but Suarez grounds her foe moments later. Suarez is in full guard near the cage. Suarez applies pressure with her head while remaining heavy on top."
UFC-lopes-silva-13-09-2025,Amanda Lemos (116) vs. Tatiana Suarez (115.5),lemos vs suarez,2,Tatiana Suarez,"Suarez lands a knee to the groin, which prompts Lemos to collapse to the floor in pain as the American completes her takedown.",lands a knee to the groin,FALSE,TRUE,Round 1,"Lemos defends with her back to the fence. Lemos is staying up right but Suarez controls the clinch, where she lands a couple knees to the body. Suarez lands a knee to the groin, which prompts Lemos to collapse to the floor in pain as the American completes her takedown. Time is called so Lemos can recover. The action resumes with 2:15 to go."
UFC-lopes-silva-13-09-2025,Daniil Donchenko (171) vs. Rodrigo Sezinando (170.5),donchenko vs sezinando,1,Rodrigo Sezinando,Sezinando catches a knee to the cup and time is called.,knee to the cup,FALSE,TRUE,Round 1,More punches and an elbow from Donchenko on the break. The Ukrainian catches his foe with an elbow as Sezinando tries a leaping knee. Sezinando catches a knee to the cup and time is called. The fight resumes and Sezinando shoots for a takedown against the fence. Donchenko defends and tees off with a barrage of punches once the combatants separate.The flurry sends Sezinando to the canvas and the Brazilian covers up.
UFC-lopes-silva-13-09-2025,Diego Ferreira (156) vs. Alexander Hernandez (155.5),ferreira vs hernandez,1,Alexander Hernandez,He gets poked in the eye in the process and time is called.,eye poke,FALSE,TRUE,Round 2,Sherdog Scores Tristen Critchfield scores the round: 10-9 Ferreira Brian Knapp scores the round: 10-9 Ferreira Mike Pendleton scores the round: 10-9 Ferreira Round 2 Hernandez kicks the body. Ferreira catches and attempts to counter. He gets poked in the eye in the process and time is called. Ferreira doesn't need much time to recover. A counter left lands clean for Ferreira in an exchnage.
UFC-lopes-silva-13-09-2025,Sedriques Dumas (186) vs. Zachary Reese (185.5),dumas vs reese,1,Sedriques Dumas,"A hard inside low kick lands for Dumas, but moments later, ""The Reaper"" absorbs an audible kick to the groin from Reese.",kick to the groin,FALSE,FALSE,Round 1,"Dumas comes out aggressively, with a double jab-straight combination. Fighting from opposing stances, the middleweights trade low kicks. A hard inside low kick lands for Dumas, but moments later, ""The Reaper"" absorbs an audible kick to the groin from Reese. Dumas immediately collapses to the canvas in agony and the crowd groans upon viewing the replay. Now a doctor has come in to talk to Dumas, who remains on his knees."
UFC-walker-zhang-23-08-2025,Brian Ortega (153) vs. Aljamain Sterling (153),ortega vs sterling,1,Brian Ortega,"Ortega fires off another kick, this one clattering audibly off of Sterling's cup, but Sterling waves off any intervention by Dean.","kick, this one clattering audibly off of Sterling's cup",FALSE,FALSE,Round 3,"Round 3 Sterling has to walk two-thirds of the way across the Octagon in order to touch gloves with Ortega; a decent metaphor for this fight in general. Ortega comes forward, snapping out his jab, and tags Sterling with a low kick. Ortega fires off another kick, this one clattering audibly off of Sterling's cup, but Sterling waves off any intervention by Dean. Sterling continues to give ground in the face of Ortega's advance, but is still landing more and better strikes. Ortega gets through with another good leg kick, and Sterling catches his next one, hoisting the kicking leg and punching him before letting go."
UFC-walker-zhang-23-08-2025,Nueraji Taiyilake (170) vs. Kiefer Crosbie (170.5),taiyilake vs crosbie,1,Kiefer Crosbie,"Nueraji stands out of Crosbie's guard and as Crosbie moves to get up, nails him with a blatantly illegal knee to the head.",illegal knee,FALSE,FALSE,Round 1,"Nueraji elevates and drops a couple of big elbows, leading Crosbie to move and squirm. He closes up his guard and does a good job of parrying some elbows, but Nueraji is relentless, moving to mount and continuing the stream of elbows. Nueraji stands out of Crosbie's guard and as Crosbie moves to get up, nails him with a blatantly illegal knee to the head. Goddard stops the action, brings the cageside physician in to consult, and upon the determination that Crosbie is medically able to fight on, asks the fouled fighter if he wishes to continue. Crosbie immediately responds in the affirmative."
UFC-walker-zhang-23-08-2025,Sergei Pavlovich (255.5) vs. Waldo Cortes-Acosta (262),pavlovich vs cortes-acosta,1,Waldo Cortes-Acosta,"Cortes-Acosta takes a kick to the midsection, gestures at his cup and appears to want the foul called, but Goddard tells them it was on the belt and to keep fighting.","kick to the midsection, gestures at his cup",FALSE,FALSE,Round 1,"Cortes-Acosta scores with a hard calf kick, and Pavlovich is showing the damage from that one and the several he took in Round 1. Pavlovich cuts off the cage nicely, walks Cortes-Acosta to the warning track and nails him with two hard punches. Cortes-Acosta takes a kick to the midsection, gestures at his cup and appears to want the foul called, but Goddard tells them it was on the belt and to keep fighting. Pavlovich is gradually taking over this fight on the feet, as he is starting to find Cortes-Acosta's head with his jab and cross over and over again.10-9 Pavlovich. Round 3 The final frame opens up, as the first two did, with the heavyweight contenders measuring each other for big right hands in the pocket."
UFC319-duplessis-chimaev-16-08-2025,Alibi Idiris (126) vs. Joseph Morales (126),idiris vs morales,1,Joseph Morales,"When he finds himself on top, Morales starts attacking with elbows, and Cimmarusti warns Idiris for striking the back of the head.","elbows, and Cimmarusti warns Idiris for striking the back of the head",FALSE,FALSE,Round 1,"The fighters split up, and Idiris works the body on the way out. Morales throws back body shots, and he ducks under a spinning back fist to hit a double-leg takedown. When he finds himself on top, Morales starts attacking with elbows, and Cimmarusti warns Idiris for striking the back of the head. Morales lowers himself down to pursue an arm-triangle choke while still in half guard, and Idiris is quick to defend it but gives up full mount in the process. Morales lets go of the submission to allow Idiris to turn around, and he takes the back and wraps a triangle around the midsection."
