event,bout,bout_key,foul_idx,foul_committed_by,context,foul_type_guess,foul_resulted_in_deduction,referee_paused,round_mentioned,expanded_context
UFC-deridder-allen-18-10-2025,Marlon Vera (136) vs. Aiemann Zahabi (135.5),vera vs zahabi,1,Aiemann Zahabi,"Zahabi bounces off the fence and rolls to grab the fence several times to pull himself upright, and Herzog appears to miss the fouls.",rolls to grab the fence,FALSE,FALSE,Round 2,"When he tries for a knee, Zahabi intercepts him before getting air with a right hand. Body kicks land from both men, and Vera staggers his opponent with a piston-like jab. Zahabi bounces off the fence and rolls to grab the fence several times to pull himself upright, and Herzog appears to miss the fouls. Zahabi gets up, and Vera stalks him down like a predator following wounded prey. Vera connects with a pinpoint accurate jab, and this time Zahabi does not flinch."
UFC-deridder-allen-18-10-2025,Reinier de Ridder (186) vs. Brendan Allen (186),ridder vs allen,1,Reinier de Ridder,"De Ridder flattens Allen out for a second and stars bludgeoning him with punches to the side and back of the head, and Herzog is telling him to knock it off but little more.",punches to the side and back of the head,FALSE,FALSE,Round 1,"De Ridder rolls and grabs hold of the neck, and Allen, a rear-naked choke specialist, is fully capable at the moment of defending from the various directions. De Ridder clings to the shoulder when Allen almost shakes him off, and he fastens an arm around the chin just to restrict the breathing. De Ridder flattens Allen out for a second and stars bludgeoning him with punches to the side and back of the head, and Herzog is telling him to knock it off but little more. Allen twists his way out and ignores an armbar setup to turn De Ridder over, and the horn sounds. Sherdog Scores Jay Pettry scores the round: 10-9 de Ridder Ben Duffy scores the round: 10-9 de Ridder Brian Knapp scores the round: 10-9 de Ridder Round 2 The athletes get to the second stanza, and Allen is the one to push the pace."
UFC320-ankalaev-pereira-04-10-2025,Daniel Santos (151) vs. Joo Sang Yoo (152.5),santos vs yoo,1,Daniel Santos,"Santos headbutts Yoo in the chest a couple times, and Dean tells him he has to stop doing that.",headbutt,FALSE,FALSE,Round 1,"Santos spins and misses, and Yoo showboats and does his own little twirl. Santos punches his way into a double-leg takedown, scoops the South Korean off his feet and taking the excitement out of the crowd. Santos headbutts Yoo in the chest a couple times, and Dean tells him he has to stop doing that. Yoo puts his hand by his face to mime that he is resting, and Santos keeps trying to control him. Santos looks to grind Yoo down like a mortar and pestle, grating and draining him all while Yoo motions that he is bored."
UFC320-ankalaev-pereira-04-10-2025,Farid Basharat (136) vs. Chris Gutierrez (136),basharat vs gutierrez,1,Farid Basharat,"Basharat tries to keep him at bay with a push kick, and he takes a left hand and fires off a body kick that glances the cup.",kick that glances the cup,FALSE,FALSE,Round 3,"Gutierrez gives his back up standing, and he shimmies Basharat off of him to put the Brit on his back now. Basharat scrambles to his knees and dives for a single-leg takedown, and Gutierrez lets him up and pushes off to fake spin weakly with a back fist. Basharat tries to keep him at bay with a push kick, and he takes a left hand and fires off a body kick that glances the cup. Gutierrez adjusts his athletic supporter and just manages to block a spinning wheel kick, and he crashes the pocket for two punches. Gutierrez reaches his foe with a spinning back fist, and his front kick after it appears much more effective."
UFC320-ankalaev-pereira-04-10-2025,Jiri Prochazka (206) vs. Khalil Rountree (205),prochazka vs rountree,1,Jiri Prochazka,"Prochazka swings a low kick that bangs into the cup, and Rountree ignores it to hurl a left hand that misses the mark.",kick that bangs into the cup,FALSE,FALSE,Round 1,"Prochazka maintains an exceptionally wide stance, bounding in and out of range. He scores a front kick mid-stride, and his antics are giving Rountree pause in the first minute. Prochazka swings a low kick that bangs into the cup, and Rountree ignores it to hurl a left hand that misses the mark. Smith checks on his condition, and they do not pause. Rountree stands directly in front of his opponent, not biting on much of the movement and swarming him with a looping punch."
UFC320-ankalaev-pereira-04-10-2025,Macy Chiasson (137.5: Missed Weight) vs. Yana Santos (135),chiasson vs santos,1,Macy Chiasson,"Tognoni warns the American for striking the back of the head, so she stops hitting and isolates a rear-naked choke.",back of the head,FALSE,FALSE,Round 3,"Santos clings to Chiasson's left arm, which is draped around the neck but not in the position of a choke. Chiasson frees her limb and takes the back, allowing Santos to turn to her back so she can beat down on her with punches and elbows. Tognoni warns the American for striking the back of the head, so she stops hitting and isolates a rear-naked choke. The grip is not beneath the chin and is instead on the jaw, cranking Santos' neck to the side rather than choking her. Chiasson gives it up with a second or two to spare, and she rains down elbows until the match ends."
UFC320-ankalaev-pereira-04-10-2025,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Cory Sandhagen (134.5)",dvalishvili vs sandhagen,1,Cory Sandhagen,"Sandhagen's toes are hooked in the fence, to which Goddard warns him to stop doing, and they both fight back to their feet with two minutes to spare.",toes are hooked in the fence,FALSE,FALSE,Round 5,"Sandhagen breaks and spins for a back kick that knocks the champ into the wall, and when Dvalishvili bounces off, Sandhagen pops him in the chops with a left. Dvalishvili charges for a takedown and sells out for a sacrifice throw, using the awkward position to keep Sandhagen stuck. Sandhagen's toes are hooked in the fence, to which Goddard warns him to stop doing, and they both fight back to their feet with two minutes to spare. Sandhagen belts the champ with a left hand, tries a flying knee and catches him with a few more punches. Dvalishvili fires back with a vengeance, opening a cut on the side of Sandhagen's left eye."
UFCvegas-106-burns-morales-17-05-2025,Dustin Stoltzfus (185.5) vs. Nursulton Ruziboev (185.5),stoltzfus vs ruziboev,1,Nursulton Ruziboev,"Ruziboev counters with a knee to the body, and he smacks Stoltzfus with a hammerfist and inadvertently headbutts him.",headbutt,FALSE,FALSE,Round 2,"This allows Stoltzfus to briefly pursue a brabo choke, only to let it go when he does not have the right leverage. Ruziboev powers back to his feet and finds himself in guillotine danger once more, but the blood covering Ruziboev's melon plus the fatigue setting in allows him to slip out. Ruziboev counters with a knee to the body, and he smacks Stoltzfus with a hammerfist and inadvertently headbutts him. Ruziboev keeps slugging away, and Stoltzfus snatches up a leg and turns into it to drag Ruziboev down to a knee. Ruziboev pulls on the fence to defend it, as Tognoni shouts at him to knock it off."
UFCvegas-106-burns-morales-17-05-2025,Dustin Stoltzfus (185.5) vs. Nursulton Ruziboev (185.5),stoltzfus vs ruziboev,2,Nursulton Ruziboev,"Ruziboev darts in with a jab and a body kick, and Tognoni warns that the kick went south of the border.","kick, and Tognoni warns that the kick went south of the border",FALSE,FALSE,Round 3,"Stoltzfus sways to avoid the worst of the ground-and-pound, and he lands his own sneaky shots off his back right before the horn. Sherdog Scores Jay Pettry scores the round: 10-9 Ruziboev Brian Knapp scores the round: 10-9 Ruziboev Tristen Critchfield scores the round: 10-9 Ruziboev Round 3 The last round kicks off with both men taking a moment to analyze the other. Ruziboev darts in with a jab and a body kick, and Tognoni warns that the kick went south of the border. Stoltzfus is no worse for wear, and he lets the fight continue. Clubbing Ruziboev's lead leg with his shin, he knocks the taller man to his seat and times a right hand to drive into his jaw."
UFCvegas-106-burns-morales-17-05-2025,Dustin Stoltzfus (185.5) vs. Nursulton Ruziboev (185.5),stoltzfus vs ruziboev,3,Nursulton Ruziboev,"Ruziboev pulls on the fence to defend it, as Tognoni shouts at him to knock it off.",pulls on the fence,FALSE,FALSE,Round 2,"Ruziboev counters with a knee to the body, and he smacks Stoltzfus with a hammerfist and inadvertently headbutts him. Ruziboev keeps slugging away, and Stoltzfus snatches up a leg and turns into it to drag Ruziboev down to a knee. Ruziboev pulls on the fence to defend it, as Tognoni shouts at him to knock it off. The damage is done from the foul, as Ruziboev escapes and lowers himself down to start pounding on the bloodied Stoltzfus again. Stoltzfus sways to avoid the worst of the ground-and-pound, and he lands his own sneaky shots off his back right before the horn."
UFCvegas-106-burns-morales-17-05-2025,Julian Erosa (145) vs. Melquizael Costa (145),erosa vs costa,1,Melquizael Costa,"Costa is warned for having his toes in the cage, and Erosa drops down a few punches and leans back to watch an upkick buzz past him at the bell.",toes in the cage,FALSE,FALSE,Round 1,"Costa lets his foe's fists and feet whiz past him so he can deliver a hard body kick, and Erosa fakes his way in to take the fight down. Erosa whips Costa all the way around to take him down, and he slashes down with an elbow as soon as he gets to side control. Costa is warned for having his toes in the cage, and Erosa drops down a few punches and leans back to watch an upkick buzz past him at the bell. Sherdog Scores Jay Pettry scores the round: 10-9 Costa Brian Knapp scores the round: 10-9 Costa Tristen Critchfield scores the round: 10-9 Costa Round 2 Costa's left foot is leaking blood as the second round begins, but he shrugs it off and touches gloves with his opponent. Erosa gets right into attack mode, firing off a head kick and a right hand but getting countered with a left and a body kick."
UFCvegas-106-burns-morales-17-05-2025,Julian Erosa (145) vs. Melquizael Costa (145),erosa vs costa,2,Melquizael Costa,"Erosa jumps at his foe to attack, and Costa times a spinning back kick that pounds into the cup.",kick that pounds into the cup,FALSE,FALSE,Round 1,"Costa parries a few punches and lets fly a left hand, and his second effort reaches his man. Costa wraps a head kick around the guard and Erosa shrugs it off, nailing Costa with a right hand over the top. Erosa jumps at his foe to attack, and Costa times a spinning back kick that pounds into the cup. Erosa grumbles and adjusts his groin supporter before waving Dean off. Costa lets his foe's fists and feet whiz past him so he can deliver a hard body kick, and Erosa fakes his way in to take the fight down."
UFCvegas-106-burns-morales-17-05-2025,Julian Erosa (145) vs. Melquizael Costa (145),erosa vs costa,3,Julian Erosa,"Erosa pokes Costa in the eye, and Costa tells them he is fine and keeps going.",eye poke,FALSE,FALSE,Round 2,"They reach one another with long punches, and instead of clinching, Erosa pushes off and shrugs at him. Costa lines up a solid crescent kick that hits the target, and Erosa goes for broke with punches and kicks to any target he can find. Erosa pokes Costa in the eye, and Costa tells them he is fine and keeps going. Erosa thanks him by drilling a spinning back kick in his ribs, and Costa laughs it off and throws hammers. Erosa staggers Costa with a pair of hooks, and a grinning Costa swings back with bad intentions and rocks Erosa."
UFCvegas-106-burns-morales-17-05-2025,Sodiq Yusuff (155.5) vs. Mairon Santos (155.5),yusuff vs santos,1,Sodiq Yusuff,"Santos gets in a knee or two, and he is smacked in the back of the head a few times.","knee or two, and he is smacked in the back of the head",FALSE,FALSE,Round 2,"""Super Sodiq"" shoots for a double-leg takedown, and Santos turns him around with ease, his strikes further shredded open a cut on Yusuff's eyebrow while also bloodying his nose. Santos turns Yusuff around, bopping him with shoulder strikes when there is nothing else to offer. Santos gets in a knee or two, and he is smacked in the back of the head a few times. Hatley warns Yusuff, and they continue to jockey for position in the tie-up. Hatley asks Santos to do more, and he answers by slashing out with an elbow to break free."
UFCvegas-106-burns-morales-17-05-2025,Sodiq Yusuff (155.5) vs. Mairon Santos (155.5),yusuff vs santos,2,Mairon Santos,"Santos times a spin to deliver a punch that inadvertently lands in the back of the head, and they both plant their feet and bust one another in the chops with fierce right hands.",punch that inadvertently lands in the back of the head,FALSE,FALSE,Round 2,"Hatley asks Santos to do more, and he answers by slashing out with an elbow to break free. Yusuff takes it flush and circles away, probing with a front kick while trying to manage his range. Santos times a spin to deliver a punch that inadvertently lands in the back of the head, and they both plant their feet and bust one another in the chops with fierce right hands. Yusuff recovers first and slaps his foe's front leg with a kick, but it is one-and-done as he backpedals. Santos jumps to no avail, but he spins with a wheel kick that bangs into the side of the head as the horn blows."
UFCvegas-106-burns-morales-17-05-2025,Sodiq Yusuff (155.5) vs. Mairon Santos (155.5),yusuff vs santos,3,Sodiq Yusuff,"Yusuff winds up with an inside low kick that grazes the cup, and Santos frowns but does not ask for a timeout.",kick that grazes the cup,FALSE,FALSE,Round 1,"Santos pushes out a front kick, and a second before Yusuff spurs into action with a slapping calf kick. They clash their legs together, and Santos continues front kicking until jumping with a switch kick that clatters off the raised gloves. Yusuff winds up with an inside low kick that grazes the cup, and Santos frowns but does not ask for a timeout. Santos delivers a quick high kick up to the guard, and Yusuff responds with a one-two and a calf kick. Santos reach out with a right hand, and Yusuff tries and fails to check the subsequent low kick offering."
UFCvegas-107-blanchfield-barber-31-05-2025,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),filho vs nascimento,1,Jafel Filho,"Filho crashes the pocket to slow the heavier fighter down, kneeing him in the stomach and cup before trying to throw him to the mat.",kneeing him in the stomach and cup,FALSE,FALSE,Round 1,"Filho dodges a second kick and whiffs on one of his own, and he walks through a low kick to load up on a right hand. Nascimento sticks and moves with kicks, and he switches up with a body kick from the other limb. Filho crashes the pocket to slow the heavier fighter down, kneeing him in the stomach and cup before trying to throw him to the mat. Nascimento keeps his balance but is absorbing knees to the midsection, with Filho quickly using a knee to set up a trip a couple times to no avail. Filho grabs the fence to keep himself upright when Nascimento looks for his own takedown, and he uses momentum to spin Nascimento to the ground."
UFCvegas-107-blanchfield-barber-31-05-2025,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),filho vs nascimento,2,Jafel Filho,"Filho grabs the fence to keep himself upright when Nascimento looks for his own takedown, and he uses momentum to spin Nascimento to the ground.",grabs the fence,FALSE,FALSE,Round 1,"Filho crashes the pocket to slow the heavier fighter down, kneeing him in the stomach and cup before trying to throw him to the mat. Nascimento keeps his balance but is absorbing knees to the midsection, with Filho quickly using a knee to set up a trip a couple times to no avail. Filho grabs the fence to keep himself upright when Nascimento looks for his own takedown, and he uses momentum to spin Nascimento to the ground. Filho steps into full mount as soon as he claims top position, and he looks for an arm-triangle choke but cannot get it before Nascimento scrambles madly to get to his feet. Filho mat returns him fairly quickly, and he gets hold of a body lock and starts fishing for a rear-naked choke."
UFCvegas-107-blanchfield-barber-31-05-2025,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),filho vs nascimento,3,Jafel Filho,"Filho spins around, is warned for fence grabs, and is tripped down to the canvas.",fence grab,FALSE,FALSE,Round 3,"Nascimento slugs Filho in the side of the head a few times to open up another submission possibility, and he remains on top when Filho flails his legs wildly. Nascimento controls from behind even as Filho stands up, and he wraps a leg around Filho's in hopes of dragging him back down. Filho spins around, is warned for fence grabs, and is tripped down to the canvas. Nascimento takes his back once more with hooks in, and secures a body triangle and a neck crank at the same time. Filho stays calm in the face of submission efforts and lets Nascimento tire himself out trying."
UFCvegas-107-blanchfield-barber-31-05-2025,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),filho vs nascimento,4,Allan Nascimento,"Nascimento grabs the fence a few times, keeping himself from being taken down because of it.",grabs the fence,FALSE,FALSE,Round 2,"Nascimento jumps for a knee, and Filho thanks him for this by slinging him to the mat. Nascimento returns to his feet fairly quickly, with Filho pressing heavily on his side and back. Nascimento grabs the fence a few times, keeping himself from being taken down because of it. As soon as he releases it, Filho throws him to the mat and starts searching for a short choke. Nascimento slides him out the back and flips Filho over, where he moves to side control and pushes his chest flat on top of Filho's."
UFCvegas-107-blanchfield-barber-31-05-2025,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),filho vs nascimento,5,Allan Nascimento,"Nascimento hacks with elbows to the top of Filho's head and also to the back of his head, with fouls uncalled on every side in this grappling match.",hacks with elbows to the top of Filho's head and also to the back of his head,FALSE,FALSE,Round 3,"Nascimento takes his back once more with hooks in, and secures a body triangle and a neck crank at the same time. Filho stays calm in the face of submission efforts and lets Nascimento tire himself out trying. Nascimento hacks with elbows to the top of Filho's head and also to the back of his head, with fouls uncalled on every side in this grappling match. The fight ends with Nascimento hanging on from behind. Sherdog Scores Jay Pettry scores the round: 10-9 Nascimento (29-28 Nascimento) Brian Knapp scores the round: 10-9 Nascimento (29-28 Nascimento) Tyler Treese scores the round: 10-9 Nascimento (29-28 Nascimento) The Official Result Allan Nascimento def."
UFCvegas-107-blanchfield-barber-31-05-2025,Mateusz Gamrot (156) vs. Ludovit Klein (156),gamrot vs klein,1,Ludovit Klein,"Klein is warned for grabbing the fence to help him upright, and Gamrot continues to exude heavy pressure from behind.",grabbing the fence,FALSE,FALSE,Round 1,"Gamrot gets his bearing and trips on his way in, shooting for a single and pushing Klein to the wall. Gamrot successfully sits Klein down with his level change, and Klein works to a knee with Gamrot at his back. Klein is warned for grabbing the fence to help him upright, and Gamrot continues to exude heavy pressure from behind. Gamrot opens up with a number of right hands when he finds an avenue to attack, and he trips Klein's legs out when Klein gets back up. Gamrot wrenches him down and knees him in the ribs a few times."
UFCvegas-107-blanchfield-barber-31-05-2025,Rayanne dos Santos (116) vs. Alice Ardelean (115.5),santos vs ardelean,1,Rayanne dos Santos,"Dos Santos pulls on the fence to work her way upright, and Ardelean is on her putting her fists in dos Santos' face.",pulls on the fence,FALSE,FALSE,Round 2,"Ardelean laughs off a right hand to ding the Brazilian with a left, and dos Santos frowns and circles away to reset. Ardelean pitches out a few fastballs down the middle, and she rings dos Santos' bell with one final combo before the bell. (function (v,i) { let screenWidth = i.innerWidth; if (screenWidth <= 400) { document.getElementById('adViAi').style.display = 'none'; return; } var scp = v.createElement('script'), config = { ChannelID: '0nqr3w5ff', AdUnitType: '2', PublisherID: '256607409443141', PlacementID: 'pltU2JIgmaTXI9XW18z', DivID: '', IAB_Category: 'IAB17', Keywords: '', Language: 'en-us', BG_Color: '', Text_Color: '', Font: '', FontSize: '', }; scp.src='https://s.vi-serve.com/tagLoader.js'; scp.type = 'text/javascript'; scp.async = true; scp.onload = function() { i[btoa('video intelligence start')].init(config); }; (v.getElementsByTagName('head')[0] || v.documentElement.appendChild(v.createElement('head'))).appendChild(scp); })(document, window); Advertisement Sherdog Scores Jay Pettry scores the round: 10-9 Ardelean Brian Knapp scores the round: 10-9 Ardelean Tyler Treese scores the round: 10-9 Ardelean Round 2 Ardelean marches forward to engage and start off the round, and when dos Santos counters, she ducks down and hits a takedown to put the Brazilian on the mat. Dos Santos pulls on the fence to work her way upright, and Ardelean is on her putting her fists in dos Santos' face. Ardelean's jab snaps the head back, and dos Santos responds with a double-leg takedown that runs into a Romanian wall. Dos Santos pushes off with her fingers out, and they jam into Ardelean's eye socket."
UFCvegas-107-blanchfield-barber-31-05-2025,Rayanne dos Santos (116) vs. Alice Ardelean (115.5),santos vs ardelean,2,Rayanne dos Santos,"Dos Santos pushes off with her fingers out, and they jam into Ardelean's eye socket.",eye poke,FALSE,FALSE,Round 2,"Dos Santos pulls on the fence to work her way upright, and Ardelean is on her putting her fists in dos Santos' face. Ardelean's jab snaps the head back, and dos Santos responds with a double-leg takedown that runs into a Romanian wall. Dos Santos pushes off with her fingers out, and they jam into Ardelean's eye socket. She says it is all good and asks Tognoni to let them continue. When given his blessing, she gets right back in dos Santos' face, using her jab to do work."
UFC322-dellamaddalena-makhachev-15-11-2025,Eric McConico (185.6) vs. Baisangur Susurkaev (185.2),mcconico vs susurkaev,1,Eric McConico,"Just when Susurkaev seems to be gaining momentum, McConico stops him in his tracks with a kick to the groin.",kick to the groin,FALSE,TRUE,Round 2,"Susurkaev lands a knee down the middle. A hard body kick form Susurkaev lands and he follows with a leaping knee near the fence. Just when Susurkaev seems to be gaining momentum, McConico stops him in his tracks with a kick to the groin. The Russian crumbles to the canvas in pain as a result of the foul. Susurkaev only takes a minute and he's ready to go."
UFC322-dellamaddalena-makhachev-15-11-2025,Jose Mariscal (145.6) vs. Pat Sabatini (145.6),mariscal vs sabatini,1,Jose Mariscal,Mariscal is warned to get his fingers out of the cage.,fingers out of the cage,FALSE,FALSE,Round 2,"Sabatini grabs a single leg and then shoves Marsical to the fence. Sabatini clings to a body lock as Mariscal tries to break the grip. Mariscal is warned to get his fingers out of the cage. Sabatini slams him down and jumps on the back. Sabatini is bleeding on his foe's back, and that may have made him slide off."
UFC322-dellamaddalena-makhachev-15-11-2025,"UFC Welterweight Title Fight:
Jack Della Maddalena (169.8) vs. Islam Makhachev (170)",maddalena vs makhachev,1,"UFC Welterweight Title Fight:
Jack Della Maddalena","The round ends with Maddalena landing an illegal upkick on Makhachev, who had a knee down.",illegal upkick,FALSE,FALSE,Round 1,"Makhachev looks to advance to lock up a choke. Maddalena seems to be wise to it, and he recovers full guard. The round ends with Maddalena landing an illegal upkick on Makhachev, who had a knee down. Sherdog Scores Tristen Critchfield scores the round: 10-9 Makhachev Brian Knapp scores the round: 10-9 Makhachev Tyler Treese scores the round: 10-9 Makhachev Round 2 Maddalena misses a front kick and Makhachev answers with a hard calf kick. Makhachev leaps in with a two-punch combo then moves away."
UFC-lewis-teixeira-12-06-2025,Derrick Lewis (261) vs. Tallison Teixeira (259),lewis vs teixeira,1,Tallison Teixeira,"""The Black Beast"" pounces, delivering a punishing barrage of ground-and-pound that knocks Teixeira's head around.Teixeira manages to stand up under fire, although he places every finger in the fence to pull on it as hard as he can to do so.",finger in the fence,FALSE,FALSE,Round 1,"Teixeira catches him with a left hand directly on the eye socket, and Lewis clutches at it and appears compromised. He might be playing possum, as Lewis unleashes fury in the form of a swarm of looping punches.Backing Teixeira off with a right, it is his nuclear left hand that sends the 6-foot-7 Brazilian flying down to the floor. ""The Black Beast"" pounces, delivering a punishing barrage of ground-and-pound that knocks Teixeira's head around.Teixeira manages to stand up under fire, although he places every finger in the fence to pull on it as hard as he can to do so. Herzog waves the fight off, and Teixeira pushes on Herzog's face and is upset about the possibly early stoppage. The victorious Houstonian takes his shorts off, as has become his trademark, and he throws them out into the crowd."
