"bout","sid","sentence","has_foul_raw","has_foul","rule_score","rule_conf","rule_reasons_pos","rule_reasons_neg","time_str","round_mentioned","event"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",11,"Alencar uses her left arm to pressure behind Demopoulos's neck, and she is warned for grabbing the fence when imposing her weight on her opponent.",TRUE,TRUE,100,0.993307149075715,"strong_anchor|foul_language|foul_re_hit|ref_plus_foul_language","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",12,"Demopoulos uses her toes to try to pull her out of danger, which too is a foul.",TRUE,TRUE,100,0.993307149075715,"strong_anchor|foul_re_hit","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",13,"Alencar keeps to this position, content to control rather than actually committing to the unorthodox submission.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",14,"Alencar releases the grip around the neck and pushes Demopoulos' legs out of the way to establish a more traditional top position.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",15,"Demopoulos uses her legs to threaten and otherwise keep Alencar honest, allowing Alencar to punch her in the face repeatedly.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",16,"Demopoulos hunts for a sweep and only bails on it when absorbing a particularly effective elbow.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",17,"Alencar keeps her full weight down, jumping from one side to the other and winding up in a sudden armbar.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",18,"The Brazilian punches out of it from above, and she grabs the foot of Demopoulos for a possible foot or ankle lock.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",19,"Alencar sits on Demopoulos' face as she hangs on, staying heavy until the round wraps. (function (v,i) { let screenWidth = i.innerWidth; if (screenWidth <= 400) { document.getElementById('adViAi').style.display = 'none'; return; } var scp = v.createElement('script'), config = { ChannelID: '0nqr3w5ff', AdUnitType: '2', PublisherID: '256607409443141', PlacementID: 'pltU2JIgmaTXI9XW18z', DivID: '', IAB_Category: 'IAB17', Keywords: '', Language: 'en-us', BG_Color: '', Text_Color: '', Font: '', FontSize: '', }; scp.src='https://s.vi-serve.com/tagLoader.js'; scp.type = 'text/javascript'; scp.async = true; scp.onload = function() { i[btoa('video intelligence start')].init(config); }; (v.getElementsByTagName('head')[0] || v.documentElement.appendChild(v.createElement('head'))).appendChild(scp); })(document, window); Advertisement Sherdog Scores Jay Pettry scores the round: 10-9 Alencar Scottie Smith scores the round: 10-9 Alencar Tristen Critchfield scores the round: 10-9 Alencar Round 2 Demopoulos starts the round as aggressive as the first, firing off two one-two salvos and a right hand before she is met by her opponent.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",20,"Alencar gets up close and personal, changing levels for a possible takedown, but abandons it and lets her hands go to smack Demopoulos upside the head.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",21,"Demopoulos comes up short on a winging overhand right, and she wades back to let Alencar do something similar.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",22,"Alencar tosses out naked leg kicks to keep Demopoulos away, and she sits down on a clean right hand but does not budge Demopoulos one inch.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",23,"The moment ""Lil Monster"" drives through a one-two, Alencar counters her momentum to hit a double-leg takedown and plop her on her back.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",24,"Alencar lands in half guard, using her shoulder pressure to flatten out Demopoulos as soon as they get horizontal.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",25,"Alencar is quick to engage her smothering best, stifling Demopoulos and getting warned for striking the spine when she does attack again.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",26,"""Problem Child"" gives Demopoulos another problem by stepping to the other side so she can set up an arm-triangle choke.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",27,"Demopoulos bucks and kicks enough to gain the space she needs to not get choked out, and this only results in her getting struck with more ground-and-pound.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",28,"Alencar finds a brief opening and hammers down four right hands, and she sits back on Demopoulos' face in a relatively unusual position.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",29,"Demopoulos sells out for a leglock in hopes of reversing the position, and Alencar gets out of it by repeatedly grabbing the fence.",TRUE,TRUE,100,0.993307149075715,"strong_anchor|foul_language|foul_re_hit","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",30,"Tognoni slaps her hand several times, and Alencar still is able to yank on it to get her leg out of the sub.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",31,"Rules mean nothing with no consequences, and multiple fence grabs keeping her out of a submission go generally uncalled other than a ""knock it off"" from Tognoni.",TRUE,TRUE,100,0.993307149075715,"strong_anchor|foul_language|foul_re_hit","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",32,"Alencar rides out the position on top until time expires.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",33,"Sherdog Scores Jay Pettry scores the round: 10-9 Alencar Scottie Smith scores the round: 10-9 Alencar Tristen Critchfield scores the round: 10-9 Alencar Round 3 Demopoulos marches out of her corner a woman possessed, and she lashes out with multiple one-twos down the pipe.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",34,"Alencar rushes towards her as well, perhaps for a takedown, and she clashes heads before changing levels.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",35,"Tognoni checks to make sure neither woman sustained damage, and on the restart, Alencar tackles Demopoulos to the mat and the collective air out of the Apex as well.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",36,"Alencar hangs out in guard, unafraid of anything the Factory X fighter will do to her, and she pops Demopoulos with some short, scoring strikes.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",37,"Demopoulos hunts for a triangle choke, armbar or even possibly a desperate leglock, and the Brazilian laughs them all off and steps the proper direction to avoid them completely while remaining in top.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",38,"Alencar shifts to half guard from the opposite side as she wants to set up an armbar, and she drops down ground-and-pound when not isolating the neck.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",39,"When the sub is not there, Alencar sits up into three-quarter mount, and she attacks with strikes from above.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",40,"With nothing left to lose, Demopoulos explodes to sit up and even stand.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",41,"Unfortunately for her, the ""Problem Child"" is a problem for her, as she executes a near-immediate mat return to sling Demopoulos to her back.",FALSE,FALSE,0,0.00669285092428486,"","injury_eye_context|injury_stoppage",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",42,"Alencar lords over her, dropping down standing-to-ground punches while avoiding upkicks.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",43,"Alencar picks up the pace with more punches than before, and she climbs into half guard and elbows until the fight ends.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",44,"Sherdog Scores Jay Pettry scores the round: 10-9 Alencar (30-27 Alencar) Scottie Smith scores the round: 10-8 Alencar (30-26 Alencar) Tristen Critchfield scores the round: 10-9 Alencar (30-27 Alencar) The Official Result Talita Alencar def.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Talita Alencar (115) vs. Vanessa Demopoulos (116)",45,"Vanessa Demopoulos via Unanimous Decision (30-26, 30-27, 30-27)",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",1,"Martin Buday (266) vs.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,NA,"UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",2,"Uran Satybaldiev (222.5) BETTING PREVIEW | SCOUTING REPORT | ODDS: Buday (-166), Satybaldiev (+140) Round 1 Fight no. 2 commences at the heavyweight division, between two combatants at least 43 pounds apart on fight night if not more.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",3,"Former LFA light heavyweight champ Satybaldiev (8-0, 0-0 UFC) is stepping up on ultra-short notice to take on Buday (14-2, 5-1 UFC), and he will give up plenty of size as he weighed right around 223 pounds.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",4,"Of note, the Kyrgyzstan-based fighter is listed as 8-0 on Fight Finder and not 9-0 due to one completely untraceable win from a notorious organization that sold roster slots on events without the fighters actually competing.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",5,"The big men will throw down while referee Mike Beltran watches on, and glad to be fighting this weekend, the two touch 'em up loudly.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",6,"The larger Buday gets right to walking down the newcomer, swaying back to avoid punch combinations but unable to get out of the way of a stomping kick to his knee.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",7,"Satybaldiev strikes the lead leg again, and Buday gives him one back to think about.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",8,"Satybaldiev fires a one-two down the middle, and Buday rebounds off the fencing and comes back throwing with a left hook around the guard.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",9,"""Badys"" kicks his way into a clinch, pressing all of his weight on the smaller man and driving a knee to this sternum.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",10,"Satybaldiev breaks free and rushes to Buday, stringing a long combination of punches together until Buday sits down to counter.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",11,"Satybaldiev backs off to not get caught, and then finds another way in and connects several times before Buday can reach him.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",12,"Buday scores an audible, thudding low kick, and he lumbers forward square into a one-two.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",13,"Buday leans back to avoid a looping right hand, and they go kick-for-kick with one another.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",14,"Buday backs his foe off with a four-punch flurry, getting back in the clinch and leaning hard.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",15,"Satybaldiev frees himself once more and flicks out a jab, pulling back with his right but not loosing it.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",16,"Buday lands a pair of solid leg kicks, having figured out his range and guarding himself from oncoming fire.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",17,"Satybaldiev gets in a knee to the body before Buday shoves him to the fencing, and Buday softens his midsection up until the horn sounds.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",18,"Sherdog Scores Jay Pettry scores the round: 10-9 Buday Scottie Smith scores the round: 10-9 Buday Tristen Critchfield scores the round: 10-9 Buday Round 2 Gloves are touched to start the round, and Satybaldiev starts off strong with a long one-two and a few more straight, lunging punches behind them.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",19,"Buday drives home a hefty kick to the thigh, and Satybaldiev reaches up top but is out of range this time.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",20,"Another Buday low kick lands, and Satybaldiev tries to check it.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",21,"Buday wraps a left around the guard, ducks into an uppercut and then drops down for a takedown effort that fails.",FALSE,FALSE,0,0.00669285092428486,"","injury_eye_context|injury_stoppage",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",22,"Buday settles for jamming Satybaldiev up against the chain links, kneeing him in the thigh and squeezing.",FALSE,FALSE,30,0.119202922022118,"strong_anchor|foul_language","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",23,"Satybaldiev uses one sudden burst to escape, and he wraps a big right hand around the top.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",24,"Buday chips at the front leg and jabs after it, and Satybaldiev smiles and points at him before engaging.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",25,"Buday drives him back with a jab, and Satybaldiev eventually gets into gear with a couple two-punch waves.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",26,"They keep taking turns throwing punches, with Satybaldiev stealing strikes faster than Buday can get back to him.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",27,"The right hands from Buday bust open Satybaldiev's nose, which start leaking on him.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",28,"""Badys"" lands a kick and a punch to get in the clinch, and he attempts a body lock takedown but cannot wrangle Satybaldiev to the floor.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",29,"Buday pounds on his foe's body and chin until the round comes to a close.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",30,"Sherdog Scores Jay Pettry scores the round: 10-9 Buday Scottie Smith scores the round: 10-9 Buday Tristen Critchfield scores the round: 10-9 Buday Round 3 Gloves are touched before they are traded, and Satybaldiev rushes out of his corner hellbent for leather.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",31,"Three salvos are launched from the man from Kyrgyzstan, and Buday does not like it, so he meanders forward and throw wide punches to back Satybaldiev off.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",32,"Buday clinches up, and he stomps on Satybaldiev's toes several times.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",33,"Satybaldiev rushes out of the clinch and circles around to strike back, only for Buday to keep him guessing with a long right hand.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",34,"Satybaldiev swings with a one-two and a left hook, and it is his right that gets in.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",35,"Satybaldiev slings another of the same right hand, and he rocks Buday all the way down to his core.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",36,"Incredibly, Buday stays on his feet as he has Bambi on any icy pond legs, and he wobbles back to put the fence behind him and gather himself.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",37,"Satybaldiev races after him, and Buday grabs hold of him and turns the corner to push him against the wire and catch his breath.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",38,"Satybaldiev drops all the way down to his knees in pursuit of a double, and Buday wraps his arms beneath his neck to stop the entry.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",39,"To get a little back, Buday smashes his knee on the chin of the newcomer, who tanks it and backpedals.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",40,"Buday ambles towards him and ties him up once more, using every pound of that significantâlikely 60-plus poundsâweight advantage to make Satybaldiev's life miserable.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",41,"Beltran gets tired of the lack of action in the tie-up, and he breaks them and forces a restart.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",42,"This fires up Satybaldiev, who launches a slew of overhand rights that Buday tanks or evades.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",43,"""Badys"" gains one final head of steam and launches a final assault, driving Satybaldiev back as the grueling heavyweight encounter finally ends.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",44,"Sherdog Scores Jay Pettry scores the round: 10-9 Satybaldiev (29-28 Buday) Scottie Smith scores the round: 10-9 Satybaldiev (29-28 Buday) Tristen Critchfield scores the round: 10-9 Satybaldiev (29-28 Buday) The Official Result Martin Buday def.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Martin Buday (266) vs. Uran Satybaldiev (222.5)",45,"Uran Satybaldiev via Unanimous Decision (29-28, 29-28, 29-28)",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFCvegas-105-emmett-murphy-05-04-2025"
"Pedro Falcao (136) vs. Victor Henry (135.5)",1,"Pedro Falcao (136) vs.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,NA,"UFCvegas-105-emmett-murphy-05-04-2025"
"Pedro Falcao (136) vs. Victor Henry (135.5)",2,"Victor Henry (135.5) BETTING PREVIEW | SCOUTING REPORT | ODDS: Henry (-218), Falcao (+180) Round 1 It's all speed and action for this next bantamweight contest, as Henry (24-7, 1 NC; 3-2, 1 NC UFC) constantly defies his ageâcurrently 37âevery time he hits the cage.",FALSE,FALSE,0,0.00669285092428486,"strong_anchor","gate_not_started",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Pedro Falcao (136) vs. Victor Henry (135.5)",3,"His Nova Uniao-trained foe Falcao (16-4, 0-1 UFC) will come in five years the younger, but not nearly as much combat experience on his ledger.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
"Pedro Falcao (136) vs. Victor Henry (135.5)",4,"Referee Keith Peterson drew nonsense-free straws and was picked for this matchup, one that kicks off with a fist bump before they are released into the wild.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFCvegas-105-emmett-murphy-05-04-2025"
