"bout","sid","sentence","has_foul_raw","has_foul","rule_score","rule_conf","rule_reasons_pos","rule_reasons_neg","time_str","round_mentioned","event"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",15,"Petersen is in Mayes' half guard, dropping punches.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",16,"He takes an underhook on the right side and keeps punching with the left.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",17,"Petersen traps the near arm of Mayes under his legs and the crucifix is right there for him.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",18,"Mayes turns his back rather than give him that, and he manages to stand up against the fence seconds later.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",19,"Mayes pursues Petersen toward the center of the cage and reaches out with a couple of punches, but they look labored, and Petersen makes his fifth takedown of the fight perhaps the easiest, which is saying something.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",20,"Petersen steps over and nearly gets mount, but Mayes turns his back and Petersen takes it.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",21,"He throws some strikes to the turtled Mayes from back mount and the Kentuckian turns again.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",22,"Petersen lands in half guard and smacks Mayes' head with a couple of heavy elbows.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",23,"Mayes is completely inert in the middle of the cage, covering up but offering next to nothing back as Petersen continues to pelt him with strikes from half guard.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",24,"The horn sounds with Petersen in total control.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",25,"Sherdog Scores Ben Duffy scores the round: 10-9 Petersen Brian Knapp scores the round: 10-9 Petersen Tyler Treese scores the round: 10-9 Petersen Round 3 Perhaps expecting the instant level change after Rounds 1 and 2, Mayes meets Petersen with a flying knee.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",26,"It lands, stopping Petersen in his tracks.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",27,"Petersen is clearly hurt, but he gathers his wits quickly and shoots another takedown, shoving Mayes to the fence.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",28,"He completes the takedown seconds later, and Mayes gamely returns to his hands and knees at the base of the cage.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",29,"Petersen moves to Mayes' back, controlling him and looking for an opportune moment to bring him back to the floor.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",30,"Mayes stays on one knee, perhaps to forestall knees to his head, and after a few moments' stalemate there, Petersen hauls him away from the cage and deposits him back on the canvas.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",31,"Referee Allen cautions Mayes for grabbing the inside of Petersen's glove.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",32,"Petersen is in Mayes' half guard, but as Mayes turns away, it becomes something more like a folkstyle wrestling ride position.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",33,"Petersen goes to work with short punches and hammerfists.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",34,"Under a minute to go, and Mayes goes to his back.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",35,"Petersen happily takes half guard again, dropping elbows on the big man's dome until the horn sounds.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",36,"Sherdog Scores Ben Duffy scores the round: 10-9 Petersen (30-27 Petersen) Brian Knapp scores the round: 10-9 Petersen (30-27 Petersen) Tyler Treese scores the round: 10-9 Petersen (30-27 Petersen) The Official Result Thomas Petersen def.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Don'Tale Mayes (259) vs. Thomas Petersen (250)",37,"Don'Tale Mayes via Unanimous Decision (30-26, 30-26, 30-25)",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 3","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",1,"Gaston Bolanos (135.5) vs.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,NA,"UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",2,"Quang Le (135.5) BETTING PREVIEW | SCOUTING REPORT | ODDS: Bolanos (-142), Le (+120) Round 1 Bantamweights Bolanos and Le square off under the watchful eye of referee Tyrone Roberts.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",3,"Both are in orthodox stance, and they spend the first few moments studying each other warily.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",4,"Bolanos scores first with a calf kick, and Le shoots for a takedown against the fence.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",5,"Bolanos defends ably, but Le disengages, re-shoots immediately and hauls the Peruvian down on his second try.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",6,"Le takes Bolanos' back as he scrambles to get up, sinking his hooks with nearly four minutes to go in the round.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",7,"Bolanos is composed, keeping his hands in position to fight off a choke as he squirms and tries to dislodge Le's hooks.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",8,"He succeeds, and gets back to his feet around the midpoint of the round.",FALSE,FALSE,0,0.00669285092428486,"","reaction_only|gate_reaction_only",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",9,"Le takes Bolanos' back standing, drags him back down and sinks a hook on the left side.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",10,"Bolanos uses a two-on-one to occupy Le's left arm, and Le responds by punching with his free hand.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",11,"Le goes supine with Bolanos on top of him, Le still in back mount.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",12,"Bolanos sits up and Le secures his other hook.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",13,"Under 30 seconds to go and Bolanos appears focused on making it to Round 2 and a fresh start.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",14,"He gets it.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",15,"Sherdog Scores Ben Duffy scores the round: 10-9 Le Brian Knapp scores the round: 10-9 Le Tyler Treese scores the round: 10-9 Le Round 2 Bolanos meets Le with a right hand in the first exchange.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",16,"He cracks Le again, catches a kick, hoists the leg and shoves Le toward the fence.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",17,"Le moves back in, swinging, and both men land in the ensuing flurry.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",18,"Le uses a single-leg to dump Bolanos to the mat off-balance, and jumps onto him.Le again takes Bolanos' back in a flash, applying a rear-naked choke despite being somewhat out of position.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",19,"The choke is extremely tight, however, and Bolanos makes no move to defend the technique as Le adjusts his position, flatting Bolanos out prone and squeezing.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",20,"A few tense seconds later, referee Roberts checks Bolanos' arm and realizes that the man is off killing dreams.Roberts pulls Le off of the snoozing Peruvian who has just pulled off a sensational technical submission to cap off a seven-minute grappling clinic.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
"Gaston Bolanos (135.5) vs. Quang Le (135.5)",21,"The Official Result Quang Le def.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 2","UFC-sandhagen-figueiredo-03-05-2025"
